2026-09-21 11:10:49 | WARD_A_HR_01 | 135 | CRITICAL
2026-09-21 11:12:05 | WARD_A_HR_03 | 141 | CRITICAL
2026-09-21 11:12:05 | WARD_A_HR_04 | 45 | CRITICAL
2026-09-21 11:12:05 | WARD_A_HR_05 | 61 | NORMAL
2026-09-21 11:12:06 | WARD_A_HR_01 | 148 | CRITICAL
2026-09-21 11:12:06 | WARD_A_HR_02 | 105 | CRITICAL
2026-09-21 11:12:06 | WARD_A_HR_03 | 59 | CRITICAL
2026-09-21 11:12:06 | WARD_A_HR_04 | 130 | CRITICAL
2026-09-21 11:12:06 | WARD_A_HR_05 | 85 | NORMAL
2026-09-21 11:12:07 | WARD_A_HR_01 | 84 | NORMAL
2026-09-21 11:12:07 | WARD_A_HR_02 | 124 | CRITICAL
2026-09-21 11:12:07 | WARD_A_HR_03 | 81 | NORMAL
2026-09-21 11:12:07 | WARD_A_HR_04 | 70 | NORMAL
2026-09-21 11:12:07 | WARD_A_HR_05 | 119 | CRITICAL
2026-09-21 11:12:08 | WARD_A_HR_01 | 131 | CRITICAL
2026-09-21 11:12:08 | WARD_A_HR_02 | 103 | CRITICAL
2026-09-21 11:12:08 | WARD_A_HR_03 | 86 | NORMAL
2026-09-21 11:12:08 | WARD_A_HR_04 | 117 | CRITICAL
2026-09-21 11:12:08 | WARD_A_HR_05 | 127 | CRITICAL
2026-09-21 11:12:09 | WARD_A_HR_01 | 132 | CRITICAL
2026-09-21 11:12:09 | WARD_A_HR_02 | 108 | CRITICAL
2026-09-21 11:12:09 | WARD_A_HR_03 | 60 | NORMAL
2026-09-21 11:12:09 | WARD_A_HR_04 | 59 | CRITICAL
2026-09-21 11:12:09 | WARD_A_HR_05 | 117 | CRITICAL
2026-09-21 11:12:10 | WARD_A_HR_01 | 120 | CRITICAL
2026-09-21 11:12:10 | WARD_A_HR_02 | 89 | NORMAL
2026-09-21 11:12:10 | WARD_A_HR_03 | 52 | CRITICAL
2026-09-21 11:12:10 | WARD_A_HR_04 | 137 | CRITICAL
2026-09-21 11:12:10 | WARD_A_HR_05 | 133 | CRITICAL
2026-09-21 11:12:11 | WARD_A_HR_01 | 87 | NORMAL
2026-09-21 11:12:11 | WARD_A_HR_02 | 77 | NORMAL
2026-09-21 11:12:11 | WARD_A_HR_03 | 58 | CRITICAL
2026-09-21 11:12:11 | WARD_A_HR_04 | 84 | NORMAL
2026-09-21 11:12:11 | WARD_A_HR_05 | 135 | CRITICAL
2026-09-21 11:12:12 | WARD_A_HR_01 | 124 | CRITICAL
2026-09-21 11:12:12 | WARD_A_HR_02 | 80 | NORMAL
2026-09-21 11:12:12 | WARD_A_HR_03 | 103 | CRITICAL
2026-09-21 11:12:12 | WARD_A_HR_04 | 125 | CRITICAL
2026-09-21 11:12:12 | WARD_A_HR_05 | 66 | NORMAL
2026-09-21 11:12:13 | WARD_A_HR_01 | 135 | CRITICAL
2026-09-21 11:12:13 | WARD_A_HR_02 | 48 | CRITICAL
2026-09-21 11:12:13 | WARD_A_HR_03 | 109 | CRITICAL
2026-09-21 11:12:13 | WARD_A_HR_04 | 150 | CRITICAL
2026-09-21 11:12:13 | WARD_A_HR_05 | 47 | CRITICAL
2026-09-21 11:12:14 | WARD_A_HR_01 | 143 | CRITICAL
2026-09-21 11:12:14 | WARD_A_HR_02 | 120 | CRITICAL
2026-09-21 11:12:14 | WARD_A_HR_03 | 61 | NORMAL
2026-09-21 11:12:14 | WARD_A_HR_04 | 111 | CRITICAL
2026-09-21 11:12:14 | WARD_A_HR_05 | 74 | NORMAL
2026-09-21 11:12:15 | WARD_A_HR_01 | 55 | CRITICAL
2026-09-21 11:12:15 | WARD_A_HR_02 | 110 | CRITICAL
2026-09-21 11:12:15 | WARD_A_HR_03 | 46 | CRITICAL
2026-09-21 11:12:15 | WARD_A_HR_04 | 48 | CRITICAL
2026-09-21 11:12:15 | WARD_A_HR_05 | 145 | CRITICAL
2026-09-21 11:12:16 | WARD_A_HR_01 | 111 | CRITICAL
2026-09-21 11:12:16 | WARD_A_HR_02 | 90 | WARNING
2026-09-21 11:12:16 | WARD_A_HR_03 | 95 | WARNING
2026-09-21 11:12:16 | WARD_A_HR_04 | 84 | NORMAL
2026-09-21 11:12:16 | WARD_A_HR_05 | 109 | CRITICAL
2026-09-21 11:12:17 | WARD_A_HR_01 | 72 | NORMAL
2026-09-21 11:12:17 | WARD_A_HR_02 | 91 | WARNING
2026-09-21 11:12:17 | WARD_A_HR_03 | 123 | CRITICAL
2026-09-21 11:12:17 | WARD_A_HR_04 | 139 | CRITICAL
2026-09-21 11:12:17 | WARD_A_HR_05 | 137 | CRITICAL
2026-09-21 11:12:18 | WARD_A_HR_01 | 70 | NORMAL
2026-09-21 11:12:18 | WARD_A_HR_02 | 145 | CRITICAL
2026-09-21 11:12:18 | WARD_A_HR_03 | 73 | NORMAL
2026-09-21 11:12:18 | WARD_A_HR_04 | 135 | CRITICAL
2026-09-21 11:12:18 | WARD_A_HR_05 | 45 | CRITICAL
2026-09-21 11:12:19 | WARD_A_HR_01 | 107 | CRITICAL
2026-09-21 11:12:19 | WARD_A_HR_02 | 106 | CRITICAL
2026-09-21 11:12:19 | WARD_A_HR_03 | 142 | CRITICAL
2026-09-21 11:12:19 | WARD_A_HR_04 | 130 | CRITICAL
2026-09-21 11:12:19 | WARD_A_HR_05 | 66 | NORMAL
2026-09-21 11:12:20 | WARD_A_HR_01 | 51 | CRITICAL
2026-09-21 11:12:20 | WARD_A_HR_02 | 113 | CRITICAL
2026-09-21 11:12:20 | WARD_A_HR_03 | 147 | CRITICAL
2026-09-21 11:12:20 | WARD_A_HR_04 | 128 | CRITICAL
2026-09-21 11:12:20 | WARD_A_HR_05 | 64 | NORMAL
2026-09-21 11:12:21 | WARD_A_HR_01 | 141 | CRITICAL
2026-09-21 11:12:21 | WARD_A_HR_02 | 143 | CRITICAL
2026-09-21 11:12:21 | WARD_A_HR_03 | 98 | WARNING
2026-09-21 11:12:21 | WARD_A_HR_04 | 78 | NORMAL
2026-09-21 11:12:21 | WARD_A_HR_05 | 129 | CRITICAL
2026-09-21 11:12:22 | WARD_A_HR_01 | 97 | WARNING
2026-09-21 11:12:22 | WARD_A_HR_02 | 102 | CRITICAL
2026-09-21 11:12:22 | WARD_A_HR_03 | 132 | CRITICAL
2026-09-21 11:12:22 | WARD_A_HR_04 | 135 | CRITICAL
2026-09-21 11:12:22 | WARD_A_HR_05 | 66 | NORMAL
2026-09-21 11:12:23 | WARD_A_HR_01 | 146 | CRITICAL
2026-09-21 11:12:23 | WARD_A_HR_02 | 126 | CRITICAL
2026-09-21 11:12:23 | WARD_A_HR_03 | 86 | NORMAL
2026-09-21 11:12:23 | WARD_A_HR_04 | 129 | CRITICAL
2026-09-21 11:12:23 | WARD_A_HR_05 | 99 | WARNING
2026-09-21 11:12:24 | WARD_A_HR_01 | 69 | NORMAL
2026-09-21 11:12:24 | WARD_A_HR_02 | 95 | WARNING
2026-09-21 11:12:24 | WARD_A_HR_03 | 146 | CRITICAL
2026-09-21 11:12:24 | WARD_A_HR_04 | 120 | CRITICAL
2026-09-21 11:12:24 | WARD_A_HR_05 | 122 | CRITICAL
2026-09-21 11:12:25 | WARD_A_HR_01 | 69 | NORMAL
2026-09-21 11:12:25 | WARD_A_HR_02 | 50 | CRITICAL
2026-09-21 11:12:25 | WARD_A_HR_03 | 124 | CRITICAL
2026-09-21 11:12:25 | WARD_A_HR_04 | 139 | CRITICAL
2026-09-21 11:12:25 | WARD_A_HR_05 | 141 | CRITICAL
2026-09-21 11:12:26 | WARD_A_HR_01 | 66 | NORMAL
2026-09-21 11:12:26 | WARD_A_HR_02 | 75 | NORMAL
2026-09-21 11:12:26 | WARD_A_HR_03 | 88 | NORMAL
2026-09-21 11:12:26 | WARD_A_HR_04 | 147 | CRITICAL
2026-09-21 11:12:26 | WARD_A_HR_05 | 139 | CRITICAL
2026-09-21 11:12:27 | WARD_A_HR_01 | 103 | CRITICAL
2026-09-21 11:12:27 | WARD_A_HR_02 | 73 | NORMAL
2026-09-21 11:12:27 | WARD_A_HR_03 | 130 | CRITICAL
2026-09-21 11:12:27 | WARD_A_HR_04 | 113 | CRITICAL
2026-09-21 11:12:27 | WARD_A_HR_05 | 76 | NORMAL
2026-09-21 11:12:28 | WARD_A_HR_01 | 77 | NORMAL
2026-09-21 11:12:28 | WARD_A_HR_02 | 58 | CRITICAL
2026-09-21 11:12:28 | WARD_A_HR_03 | 63 | NORMAL
2026-09-21 11:12:28 | WARD_A_HR_04 | 68 | NORMAL
2026-09-21 11:12:28 | WARD_A_HR_05 | 106 | CRITICAL
2026-09-21 11:12:29 | WARD_A_HR_01 | 78 | NORMAL
2026-09-21 11:12:29 | WARD_A_HR_02 | 62 | NORMAL
2026-09-21 11:12:29 | WARD_A_HR_03 | 112 | CRITICAL
2026-09-21 11:12:29 | WARD_A_HR_04 | 104 | CRITICAL
2026-09-21 11:12:29 | WARD_A_HR_05 | 102 | CRITICAL
2026-09-21 11:12:30 | WARD_A_HR_01 | 139 | CRITICAL
2026-09-21 11:12:30 | WARD_A_HR_02 | 67 | NORMAL
2026-09-21 11:12:30 | WARD_A_HR_03 | 97 | WARNING
2026-09-21 11:12:30 | WARD_A_HR_04 | 49 | CRITICAL
2026-09-21 11:12:30 | WARD_A_HR_05 | 70 | NORMAL
2026-09-21 11:12:31 | WARD_A_HR_01 | 124 | CRITICAL
2026-09-21 11:12:31 | WARD_A_HR_02 | 61 | NORMAL
2026-09-21 11:12:31 | WARD_A_HR_03 | 103 | CRITICAL
2026-09-21 11:12:31 | WARD_A_HR_04 | 96 | WARNING
2026-09-21 11:12:31 | WARD_A_HR_05 | 110 | CRITICAL
2026-09-21 11:12:32 | WARD_A_HR_01 | 132 | CRITICAL
2026-09-21 11:12:32 | WARD_A_HR_02 | 77 | NORMAL
2026-09-21 11:12:32 | WARD_A_HR_03 | 95 | WARNING
2026-09-21 11:12:32 | WARD_A_HR_04 | 119 | CRITICAL
2026-09-21 11:12:32 | WARD_A_HR_05 | 46 | CRITICAL
2026-09-21 11:12:33 | WARD_A_HR_01 | 120 | CRITICAL
2026-09-21 11:12:33 | WARD_A_HR_02 | 89 | NORMAL
2026-09-21 11:12:33 | WARD_A_HR_03 | 66 | NORMAL
2026-09-21 11:12:33 | WARD_A_HR_04 | 96 | WARNING
2026-09-21 11:12:33 | WARD_A_HR_05 | 93 | WARNING
2026-09-21 11:12:34 | WARD_A_HR_01 | 67 | NORMAL
2026-09-21 11:12:34 | WARD_A_HR_02 | 98 | WARNING
2026-09-21 11:12:34 | WARD_A_HR_03 | 63 | NORMAL
2026-09-21 11:12:34 | WARD_A_HR_04 | 93 | WARNING
2026-09-21 11:12:34 | WARD_A_HR_05 | 106 | CRITICAL
2026-09-21 11:12:35 | WARD_A_HR_01 | 85 | NORMAL
2026-09-21 11:12:35 | WARD_A_HR_02 | 90 | WARNING
2026-09-21 11:12:35 | WARD_A_HR_03 | 105 | CRITICAL
2026-09-21 11:12:35 | WARD_A_HR_04 | 83 | NORMAL
2026-09-21 11:12:35 | WARD_A_HR_05 | 128 | CRITICAL
2026-09-21 11:12:36 | WARD_A_HR_01 | 145 | CRITICAL
2026-09-21 11:12:36 | WARD_A_HR_02 | 121 | CRITICAL
2026-09-21 11:12:36 | WARD_A_HR_03 | 138 | CRITICAL
2026-09-21 11:12:36 | WARD_A_HR_04 | 112 | CRITICAL
2026-09-21 11:12:36 | WARD_A_HR_05 | 65 | NORMAL
2026-09-21 11:12:37 | WARD_A_HR_01 | 116 | CRITICAL
2026-09-21 11:12:37 | WARD_A_HR_02 | 141 | CRITICAL
2026-09-21 11:12:37 | WARD_A_HR_03 | 66 | NORMAL
2026-09-21 11:12:37 | WARD_A_HR_04 | 71 | NORMAL
2026-09-21 11:12:37 | WARD_A_HR_05 | 135 | CRITICAL
2026-09-21 11:12:38 | WARD_A_HR_01 | 114 | CRITICAL
2026-09-21 11:12:38 | WARD_A_HR_02 | 146 | CRITICAL
2026-09-21 11:12:38 | WARD_A_HR_03 | 127 | CRITICAL
2026-09-21 11:12:38 | WARD_A_HR_04 | 80 | NORMAL
2026-09-21 11:12:38 | WARD_A_HR_05 | 111 | CRITICAL
2026-09-21 11:12:39 | WARD_A_HR_01 | 107 | CRITICAL
2026-09-21 11:12:39 | WARD_A_HR_02 | 68 | NORMAL
2026-09-21 11:12:39 | WARD_A_HR_03 | 119 | CRITICAL
2026-09-21 11:12:39 | WARD_A_HR_04 | 133 | CRITICAL
2026-09-21 11:12:39 | WARD_A_HR_05 | 142 | CRITICAL
2026-09-21 11:12:40 | WARD_A_HR_01 | 150 | CRITICAL
2026-09-21 11:12:40 | WARD_A_HR_02 | 54 | CRITICAL
2026-09-21 11:12:40 | WARD_A_HR_03 | 62 | NORMAL
2026-09-21 11:12:40 | WARD_A_HR_04 | 84 | NORMAL
2026-09-21 11:12:40 | WARD_A_HR_05 | 49 | CRITICAL
2026-09-21 11:12:41 | WARD_A_HR_01 | 122 | CRITICAL
2026-09-21 11:12:41 | WARD_A_HR_02 | 71 | NORMAL
2026-09-21 11:12:41 | WARD_A_HR_03 | 90 | WARNING
2026-09-21 11:12:41 | WARD_A_HR_04 | 139 | CRITICAL
2026-09-21 11:12:41 | WARD_A_HR_05 | 100 | WARNING
2026-09-21 11:12:42 | WARD_A_HR_01 | 144 | CRITICAL
2026-09-21 11:12:42 | WARD_A_HR_02 | 131 | CRITICAL
2026-09-21 11:12:42 | WARD_A_HR_03 | 59 | CRITICAL
2026-09-21 11:12:42 | WARD_A_HR_04 | 97 | WARNING
2026-09-21 11:12:42 | WARD_A_HR_05 | 65 | NORMAL
2026-09-21 11:12:43 | WARD_A_HR_01 | 106 | CRITICAL
2026-09-21 11:12:43 | WARD_A_HR_02 | 88 | NORMAL
2026-09-21 11:12:43 | WARD_A_HR_03 | 126 | CRITICAL
2026-09-21 11:12:43 | WARD_A_HR_04 | 148 | CRITICAL
2026-09-21 11:12:43 | WARD_A_HR_05 | 88 | NORMAL
2026-09-21 11:12:44 | WARD_A_HR_01 | 116 | CRITICAL
2026-09-21 11:12:44 | WARD_A_HR_02 | 147 | CRITICAL
2026-09-21 11:12:44 | WARD_A_HR_03 | 70 | NORMAL
2026-09-21 11:12:44 | WARD_A_HR_04 | 120 | CRITICAL
2026-09-21 11:12:44 | WARD_A_HR_05 | 102 | CRITICAL
2026-09-21 11:12:45 | WARD_A_HR_01 | 125 | CRITICAL
2026-09-21 11:12:45 | WARD_A_HR_02 | 89 | NORMAL
2026-09-21 11:12:45 | WARD_A_HR_03 | 100 | WARNING
2026-09-21 11:12:45 | WARD_A_HR_04 | 112 | CRITICAL
2026-09-21 11:12:45 | WARD_A_HR_05 | 80 | NORMAL
2026-09-21 11:12:46 | WARD_A_HR_01 | 142 | CRITICAL
2026-09-21 11:12:46 | WARD_A_HR_02 | 67 | NORMAL
2026-09-21 11:12:46 | WARD_A_HR_03 | 59 | CRITICAL
2026-09-21 11:12:46 | WARD_A_HR_04 | 59 | CRITICAL
2026-09-21 11:12:46 | WARD_A_HR_05 | 89 | NORMAL
2026-09-21 11:12:47 | WARD_A_HR_01 | 100 | WARNING
2026-09-21 11:12:47 | WARD_A_HR_02 | 104 | CRITICAL
2026-09-21 11:12:47 | WARD_A_HR_03 | 116 | CRITICAL
2026-09-21 11:12:47 | WARD_A_HR_04 | 111 | CRITICAL
2026-09-21 11:12:47 | WARD_A_HR_05 | 50 | CRITICAL
2026-09-21 11:12:48 | WARD_A_HR_01 | 95 | WARNING
2026-09-21 11:12:48 | WARD_A_HR_02 | 123 | CRITICAL
2026-09-21 11:12:48 | WARD_A_HR_03 | 106 | CRITICAL
2026-09-21 11:12:48 | WARD_A_HR_04 | 95 | WARNING
2026-09-21 11:12:48 | WARD_A_HR_05 | 87 | NORMAL
2026-09-21 11:12:49 | WARD_A_HR_01 | 85 | NORMAL
2026-09-21 11:12:49 | WARD_A_HR_02 | 105 | CRITICAL
2026-09-21 11:12:49 | WARD_A_HR_03 | 139 | CRITICAL
2026-09-21 11:12:49 | WARD_A_HR_04 | 131 | CRITICAL
2026-09-21 11:12:49 | WARD_A_HR_05 | 46 | CRITICAL
2026-09-21 11:12:50 | WARD_A_HR_01 | 103 | CRITICAL
2026-09-21 11:12:50 | WARD_A_HR_02 | 62 | NORMAL
2026-09-21 11:12:50 | WARD_A_HR_03 | 113 | CRITICAL
2026-09-21 11:12:50 | WARD_A_HR_04 | 108 | CRITICAL
2026-09-21 11:12:50 | WARD_A_HR_05 | 59 | CRITICAL
2026-09-21 11:12:51 | WARD_A_HR_01 | 97 | WARNING
2026-09-21 11:12:51 | WARD_A_HR_02 | 129 | CRITICAL
2026-09-21 11:12:51 | WARD_A_HR_03 | 129 | CRITICAL
2026-09-21 11:12:51 | WARD_A_HR_04 | 108 | CRITICAL
2026-09-21 11:12:51 | WARD_A_HR_05 | 101 | CRITICAL
2026-09-21 11:12:52 | WARD_A_HR_01 | 88 | NORMAL
2026-09-21 11:12:52 | WARD_A_HR_02 | 47 | CRITICAL
2026-09-21 11:12:52 | WARD_A_HR_03 | 82 | NORMAL
2026-09-21 11:12:52 | WARD_A_HR_04 | 92 | WARNING
2026-09-21 11:12:52 | WARD_A_HR_05 | 75 | NORMAL
2026-09-21 11:12:53 | WARD_A_HR_01 | 104 | CRITICAL
2026-09-21 11:12:53 | WARD_A_HR_02 | 150 | CRITICAL
2026-09-21 11:12:53 | WARD_A_HR_03 | 87 | NORMAL
2026-09-21 11:12:53 | WARD_A_HR_04 | 101 | CRITICAL
2026-09-21 11:12:53 | WARD_A_HR_05 | 57 | CRITICAL
2026-09-21 11:12:54 | WARD_A_HR_01 | 128 | CRITICAL
2026-09-21 11:12:54 | WARD_A_HR_02 | 89 | NORMAL
2026-09-21 11:12:54 | WARD_A_HR_03 | 104 | CRITICAL
2026-09-21 11:12:54 | WARD_A_HR_04 | 150 | CRITICAL
2026-09-21 11:12:54 | WARD_A_HR_05 | 147 | CRITICAL
2026-09-21 11:12:55 | WARD_A_HR_01 | 63 | NORMAL
2026-09-21 11:12:55 | WARD_A_HR_02 | 145 | CRITICAL
2026-09-21 11:12:55 | WARD_A_HR_03 | 99 | WARNING
2026-09-21 11:12:55 | WARD_A_HR_04 | 67 | NORMAL
2026-09-21 11:12:55 | WARD_A_HR_05 | 71 | NORMAL
2026-09-21 11:12:56 | WARD_A_HR_01 | 115 | CRITICAL
2026-09-21 11:12:56 | WARD_A_HR_02 | 140 | CRITICAL
2026-09-21 11:12:56 | WARD_A_HR_03 | 125 | CRITICAL
2026-09-21 11:12:56 | WARD_A_HR_04 | 59 | CRITICAL
2026-09-21 11:12:56 | WARD_A_HR_05 | 54 | CRITICAL
2026-09-21 11:12:57 | WARD_A_HR_01 | 89 | NORMAL
2026-09-21 11:12:57 | WARD_A_HR_02 | 111 | CRITICAL
2026-09-21 11:12:57 | WARD_A_HR_03 | 103 | CRITICAL
2026-09-21 11:12:57 | WARD_A_HR_04 | 95 | WARNING
2026-09-21 11:12:57 | WARD_A_HR_05 | 148 | CRITICAL
2026-09-21 11:12:58 | WARD_A_HR_01 | 144 | CRITICAL
2026-09-21 11:12:58 | WARD_A_HR_02 | 46 | CRITICAL
2026-09-21 11:12:58 | WARD_A_HR_03 | 48 | CRITICAL
2026-09-21 11:12:58 | WARD_A_HR_04 | 116 | CRITICAL
2026-09-21 11:12:58 | WARD_A_HR_05 | 62 | NORMAL
2026-09-21 11:12:59 | WARD_A_HR_01 | 68 | NORMAL
2026-09-21 11:12:59 | WARD_A_HR_02 | 124 | CRITICAL
2026-09-21 11:12:59 | WARD_A_HR_03 | 61 | NORMAL
2026-09-21 11:12:59 | WARD_A_HR_04 | 76 | NORMAL
2026-09-21 11:12:59 | WARD_A_HR_05 | 54 | CRITICAL
2026-09-21 11:13:00 | WARD_A_HR_01 | 97 | WARNING
2026-09-21 11:13:00 | WARD_A_HR_02 | 45 | CRITICAL
2026-09-21 11:13:00 | WARD_A_HR_03 | 65 | NORMAL
2026-09-21 11:13:00 | WARD_A_HR_04 | 76 | NORMAL
2026-09-21 11:13:00 | WARD_A_HR_05 | 87 | NORMAL
2026-09-21 11:13:01 | WARD_A_HR_01 | 86 | NORMAL
2026-09-21 11:13:01 | WARD_A_HR_02 | 145 | CRITICAL
2026-09-21 11:13:01 | WARD_A_HR_03 | 123 | CRITICAL
2026-09-21 11:13:01 | WARD_A_HR_04 | 142 | CRITICAL
2026-09-21 11:13:01 | WARD_A_HR_05 | 45 | CRITICAL
2026-09-21 11:13:02 | WARD_A_HR_01 | 57 | CRITICAL
2026-09-21 11:13:02 | WARD_A_HR_02 | 150 | CRITICAL
2026-09-21 11:13:02 | WARD_A_HR_03 | 84 | NORMAL
2026-09-21 11:13:02 | WARD_A_HR_04 | 149 | CRITICAL
2026-09-21 11:13:02 | WARD_A_HR_05 | 47 | CRITICAL
2026-09-21 11:13:03 | WARD_A_HR_01 | 136 | CRITICAL
2026-09-21 11:13:03 | WARD_A_HR_02 | 63 | NORMAL
2026-09-21 11:13:03 | WARD_A_HR_03 | 81 | NORMAL
2026-09-21 11:13:03 | WARD_A_HR_04 | 73 | NORMAL
2026-09-21 11:13:03 | WARD_A_HR_05 | 121 | CRITICAL
2026-09-21 11:13:04 | WARD_A_HR_01 | 64 | NORMAL
2026-09-21 11:13:04 | WARD_A_HR_02 | 94 | WARNING
2026-09-21 11:13:04 | WARD_A_HR_03 | 103 | CRITICAL
2026-09-21 11:13:04 | WARD_A_HR_04 | 56 | CRITICAL
2026-09-21 11:13:04 | WARD_A_HR_05 | 150 | CRITICAL
2026-09-21 11:13:05 | WARD_A_HR_01 | 115 | CRITICAL
2026-09-21 11:13:05 | WARD_A_HR_02 | 56 | CRITICAL
2026-09-21 11:13:05 | WARD_A_HR_03 | 126 | CRITICAL
2026-09-21 11:13:05 | WARD_A_HR_04 | 47 | CRITICAL
2026-09-21 11:13:05 | WARD_A_HR_05 | 139 | CRITICAL
2026-09-21 11:13:06 | WARD_A_HR_01 | 77 | NORMAL
2026-09-21 11:13:06 | WARD_A_HR_02 | 100 | WARNING
2026-09-21 11:13:06 | WARD_A_HR_03 | 90 | WARNING
2026-09-21 11:13:06 | WARD_A_HR_04 | 148 | CRITICAL
2026-09-21 11:13:06 | WARD_A_HR_05 | 124 | CRITICAL
2026-09-21 11:13:07 | WARD_A_HR_01 | 131 | CRITICAL
2026-09-21 11:13:07 | WARD_A_HR_02 | 56 | CRITICAL
2026-09-21 11:13:07 | WARD_A_HR_03 | 72 | NORMAL
2026-09-21 11:13:07 | WARD_A_HR_04 | 81 | NORMAL
2026-09-21 11:13:07 | WARD_A_HR_05 | 64 | NORMAL
2026-09-21 11:13:08 | WARD_A_HR_01 | 104 | CRITICAL
2026-09-21 11:13:08 | WARD_A_HR_02 | 134 | CRITICAL
2026-09-21 11:13:08 | WARD_A_HR_03 | 114 | CRITICAL
2026-09-21 11:13:08 | WARD_A_HR_04 | 129 | CRITICAL
2026-09-21 11:13:08 | WARD_A_HR_05 | 73 | NORMAL
2026-09-21 11:13:09 | WARD_A_HR_01 | 73 | NORMAL
2026-09-21 11:13:09 | WARD_A_HR_02 | 121 | CRITICAL
2026-09-21 11:13:09 | WARD_A_HR_03 | 129 | CRITICAL
2026-09-21 11:13:09 | WARD_A_HR_04 | 112 | CRITICAL
2026-09-21 11:13:09 | WARD_A_HR_05 | 139 | CRITICAL
2026-09-21 11:13:10 | WARD_A_HR_01 | 114 | CRITICAL
2026-09-21 11:13:10 | WARD_A_HR_02 | 50 | CRITICAL
2026-09-21 11:13:10 | WARD_A_HR_03 | 124 | CRITICAL
2026-09-21 11:13:10 | WARD_A_HR_04 | 143 | CRITICAL
2026-09-21 11:13:10 | WARD_A_HR_05 | 79 | NORMAL
2026-09-21 11:13:11 | WARD_A_HR_01 | 72 | NORMAL
2026-09-21 11:13:11 | WARD_A_HR_02 | 142 | CRITICAL
2026-09-21 11:13:11 | WARD_A_HR_03 | 54 | CRITICAL
2026-09-21 11:13:11 | WARD_A_HR_04 | 150 | CRITICAL
2026-09-21 11:13:11 | WARD_A_HR_05 | 46 | CRITICAL
2026-09-21 11:13:12 | WARD_A_HR_01 | 80 | NORMAL
2026-09-21 11:13:12 | WARD_A_HR_02 | 76 | NORMAL
2026-09-21 11:13:12 | WARD_A_HR_03 | 68 | NORMAL
2026-09-21 11:13:12 | WARD_A_HR_04 | 57 | CRITICAL
2026-09-21 11:13:12 | WARD_A_HR_05 | 64 | NORMAL
2026-09-21 11:13:13 | WARD_A_HR_01 | 102 | CRITICAL
2026-09-21 11:13:13 | WARD_A_HR_02 | 97 | WARNING
2026-09-21 11:13:13 | WARD_A_HR_03 | 48 | CRITICAL
2026-09-21 11:13:13 | WARD_A_HR_04 | 89 | NORMAL
2026-09-21 11:13:13 | WARD_A_HR_05 | 130 | CRITICAL
2026-09-21 11:13:14 | WARD_A_HR_01 | 106 | CRITICAL
2026-09-21 11:13:14 | WARD_A_HR_02 | 93 | WARNING
2026-09-21 11:13:14 | WARD_A_HR_03 | 114 | CRITICAL
2026-09-21 11:13:14 | WARD_A_HR_04 | 72 | NORMAL
2026-09-21 11:13:14 | WARD_A_HR_05 | 146 | CRITICAL
2026-09-21 11:13:15 | WARD_A_HR_01 | 66 | NORMAL
2026-09-21 11:13:15 | WARD_A_HR_02 | 80 | NORMAL
2026-09-21 11:13:15 | WARD_A_HR_03 | 71 | NORMAL
2026-09-21 11:13:15 | WARD_A_HR_04 | 53 | CRITICAL
2026-09-21 11:13:15 | WARD_A_HR_05 | 137 | CRITICAL
2026-09-21 11:13:16 | WARD_A_HR_01 | 150 | CRITICAL
2026-09-21 11:13:16 | WARD_A_HR_02 | 95 | WARNING
2026-09-21 11:13:16 | WARD_A_HR_03 | 146 | CRITICAL
2026-09-21 11:13:16 | WARD_A_HR_04 | 137 | CRITICAL
2026-09-21 11:13:16 | WARD_A_HR_05 | 97 | WARNING
2026-09-21 11:13:17 | WARD_A_HR_01 | 112 | CRITICAL
2026-09-21 11:13:17 | WARD_A_HR_02 | 61 | NORMAL
2026-09-21 11:13:17 | WARD_A_HR_03 | 86 | NORMAL
2026-09-21 11:13:17 | WARD_A_HR_04 | 55 | CRITICAL
2026-09-21 11:13:17 | WARD_A_HR_05 | 92 | WARNING
2026-09-21 11:13:18 | WARD_A_HR_01 | 125 | CRITICAL
2026-09-21 11:13:18 | WARD_A_HR_02 | 113 | CRITICAL
2026-09-21 11:13:18 | WARD_A_HR_03 | 74 | NORMAL
2026-09-21 11:13:18 | WARD_A_HR_04 | 54 | CRITICAL
2026-09-21 11:13:18 | WARD_A_HR_05 | 107 | CRITICAL
2026-09-21 11:13:19 | WARD_A_HR_01 | 53 | CRITICAL
2026-09-21 11:13:19 | WARD_A_HR_02 | 79 | NORMAL
2026-09-21 11:13:19 | WARD_A_HR_03 | 125 | CRITICAL
2026-09-21 11:13:19 | WARD_A_HR_04 | 111 | CRITICAL
2026-09-21 11:13:19 | WARD_A_HR_05 | 139 | CRITICAL
2026-09-21 11:13:20 | WARD_A_HR_01 | 99 | WARNING
2026-09-21 11:13:20 | WARD_A_HR_02 | 89 | NORMAL
2026-09-21 11:13:20 | WARD_A_HR_03 | 93 | WARNING
2026-09-21 11:13:20 | WARD_A_HR_04 | 118 | CRITICAL
2026-09-21 11:13:20 | WARD_A_HR_05 | 143 | CRITICAL
2026-09-21 11:13:21 | WARD_A_HR_01 | 121 | CRITICAL
2026-09-21 11:13:21 | WARD_A_HR_02 | 142 | CRITICAL
2026-09-21 11:13:21 | WARD_A_HR_03 | 91 | WARNING
2026-09-21 11:13:21 | WARD_A_HR_04 | 74 | NORMAL
