2026-09-21 11:10:49 | WARD_B_TEMP_01 | 39.5 | CRITICAL
2026-09-21 11:11:58 | WARD_B_TEMP_01 | 37.3 | NORMAL
2026-09-21 11:11:58 | WARD_B_TEMP_02 | 36.2 | NORMAL
2026-09-21 11:11:58 | WARD_B_TEMP_03 | 36.6 | NORMAL
2026-09-21 11:11:58 | WARD_B_TEMP_04 | 36.2 | NORMAL
2026-09-21 11:11:58 | WARD_B_TEMP_05 | 38.4 | CRITICAL
2026-09-21 11:11:59 | WARD_B_TEMP_01 | 39.2 | CRITICAL
2026-09-21 11:11:59 | WARD_B_TEMP_02 | 38.9 | CRITICAL
2026-09-21 11:11:59 | WARD_B_TEMP_03 | 38.2 | CRITICAL
2026-09-21 11:11:59 | WARD_B_TEMP_04 | 35.5 | NORMAL
2026-09-21 11:11:59 | WARD_B_TEMP_05 | 36.6 | NORMAL
2026-09-21 11:12:00 | WARD_B_TEMP_01 | 35.4 | CRITICAL
2026-09-21 11:12:00 | WARD_B_TEMP_02 | 38.3 | CRITICAL
2026-09-21 11:12:00 | WARD_B_TEMP_03 | 35.4 | CRITICAL
2026-09-21 11:12:00 | WARD_B_TEMP_04 | 37.0 | NORMAL
2026-09-21 11:12:00 | WARD_B_TEMP_05 | 36.6 | NORMAL
2026-09-21 11:12:01 | WARD_B_TEMP_01 | 34.9 | CRITICAL
2026-09-21 11:12:01 | WARD_B_TEMP_02 | 34.6 | CRITICAL
2026-09-21 11:12:01 | WARD_B_TEMP_03 | 39.8 | CRITICAL
2026-09-21 11:12:01 | WARD_B_TEMP_04 | 35.8 | NORMAL
2026-09-21 11:12:01 | WARD_B_TEMP_05 | 37.2 | NORMAL
2026-09-21 11:12:02 | WARD_B_TEMP_01 | 39.6 | CRITICAL
2026-09-21 11:12:02 | WARD_B_TEMP_02 | 40.4 | CRITICAL
2026-09-21 11:12:02 | WARD_B_TEMP_03 | 40.5 | CRITICAL
2026-09-21 11:12:02 | WARD_B_TEMP_04 | 34.9 | CRITICAL
2026-09-21 11:12:02 | WARD_B_TEMP_05 | 38.8 | CRITICAL
2026-09-21 11:12:03 | WARD_B_TEMP_01 | 40.0 | CRITICAL
2026-09-21 11:12:03 | WARD_B_TEMP_02 | 39.9 | CRITICAL
2026-09-21 11:12:03 | WARD_B_TEMP_03 | 39.9 | CRITICAL
2026-09-21 11:12:03 | WARD_B_TEMP_04 | 39.0 | CRITICAL
2026-09-21 11:12:03 | WARD_B_TEMP_05 | 39.8 | CRITICAL
2026-09-21 11:12:04 | WARD_B_TEMP_01 | 36.0 | NORMAL
2026-09-21 11:12:04 | WARD_B_TEMP_02 | 37.6 | WARNING
2026-09-21 11:12:04 | WARD_B_TEMP_03 | 40.3 | CRITICAL
2026-09-21 11:12:04 | WARD_B_TEMP_04 | 39.0 | CRITICAL
2026-09-21 11:12:04 | WARD_B_TEMP_05 | 39.4 | CRITICAL
2026-09-21 11:12:05 | WARD_B_TEMP_01 | 37.7 | WARNING
2026-09-21 11:12:05 | WARD_B_TEMP_02 | 36.8 | NORMAL
2026-09-21 11:12:05 | WARD_B_TEMP_03 | 35.6 | NORMAL
2026-09-21 11:12:05 | WARD_B_TEMP_04 | 36.7 | NORMAL
2026-09-21 11:12:05 | WARD_B_TEMP_05 | 34.6 | CRITICAL
2026-09-21 11:12:06 | WARD_B_TEMP_01 | 36.5 | NORMAL
2026-09-21 11:12:06 | WARD_B_TEMP_02 | 35.0 | CRITICAL
2026-09-21 11:12:06 | WARD_B_TEMP_03 | 36.0 | NORMAL
2026-09-21 11:12:06 | WARD_B_TEMP_04 | 35.8 | NORMAL
2026-09-21 11:12:06 | WARD_B_TEMP_05 | 34.8 | CRITICAL
2026-09-21 11:12:07 | WARD_B_TEMP_01 | 38.3 | CRITICAL
2026-09-21 11:12:07 | WARD_B_TEMP_02 | 38.6 | CRITICAL
2026-09-21 11:12:07 | WARD_B_TEMP_03 | 36.2 | NORMAL
2026-09-21 11:12:07 | WARD_B_TEMP_04 | 35.9 | NORMAL
2026-09-21 11:12:07 | WARD_B_TEMP_05 | 34.8 | CRITICAL
2026-09-21 11:12:08 | WARD_B_TEMP_01 | 38.0 | WARNING
2026-09-21 11:12:08 | WARD_B_TEMP_02 | 37.5 | WARNING
2026-09-21 11:12:08 | WARD_B_TEMP_03 | 35.6 | NORMAL
2026-09-21 11:12:08 | WARD_B_TEMP_04 | 34.8 | CRITICAL
2026-09-21 11:12:08 | WARD_B_TEMP_05 | 36.9 | NORMAL
2026-09-21 11:12:09 | WARD_B_TEMP_01 | 40.2 | CRITICAL
2026-09-21 11:12:09 | WARD_B_TEMP_02 | 40.3 | CRITICAL
2026-09-21 11:12:09 | WARD_B_TEMP_03 | 39.1 | CRITICAL
2026-09-21 11:12:09 | WARD_B_TEMP_04 | 39.3 | CRITICAL
2026-09-21 11:12:09 | WARD_B_TEMP_05 | 36.4 | NORMAL
2026-09-21 11:12:10 | WARD_B_TEMP_01 | 35.6 | NORMAL
2026-09-21 11:12:10 | WARD_B_TEMP_02 | 34.7 | CRITICAL
2026-09-21 11:12:10 | WARD_B_TEMP_03 | 34.8 | CRITICAL
2026-09-21 11:12:10 | WARD_B_TEMP_04 | 38.3 | CRITICAL
2026-09-21 11:12:10 | WARD_B_TEMP_05 | 37.9 | WARNING
2026-09-21 11:12:11 | WARD_B_TEMP_01 | 39.4 | CRITICAL
2026-09-21 11:12:11 | WARD_B_TEMP_02 | 37.6 | WARNING
2026-09-21 11:12:11 | WARD_B_TEMP_03 | 37.0 | NORMAL
2026-09-21 11:12:11 | WARD_B_TEMP_04 | 36.1 | NORMAL
2026-09-21 11:12:11 | WARD_B_TEMP_05 | 39.9 | CRITICAL
2026-09-21 11:12:12 | WARD_B_TEMP_01 | 38.6 | CRITICAL
2026-09-21 11:12:12 | WARD_B_TEMP_02 | 40.2 | CRITICAL
2026-09-21 11:12:12 | WARD_B_TEMP_03 | 38.7 | CRITICAL
2026-09-21 11:12:12 | WARD_B_TEMP_04 | 36.6 | NORMAL
2026-09-21 11:12:12 | WARD_B_TEMP_05 | 39.7 | CRITICAL
2026-09-21 11:12:13 | WARD_B_TEMP_01 | 37.2 | NORMAL
2026-09-21 11:12:13 | WARD_B_TEMP_02 | 39.6 | CRITICAL
2026-09-21 11:12:13 | WARD_B_TEMP_03 | 34.9 | CRITICAL
2026-09-21 11:12:13 | WARD_B_TEMP_04 | 39.7 | CRITICAL
2026-09-21 11:12:13 | WARD_B_TEMP_05 | 37.9 | WARNING
2026-09-21 11:12:14 | WARD_B_TEMP_01 | 38.8 | CRITICAL
2026-09-21 11:12:14 | WARD_B_TEMP_02 | 38.3 | CRITICAL
2026-09-21 11:12:14 | WARD_B_TEMP_03 | 36.8 | NORMAL
2026-09-21 11:12:14 | WARD_B_TEMP_04 | 40.2 | CRITICAL
2026-09-21 11:12:14 | WARD_B_TEMP_05 | 38.7 | CRITICAL
2026-09-21 11:12:15 | WARD_B_TEMP_01 | 38.2 | CRITICAL
2026-09-21 11:12:15 | WARD_B_TEMP_02 | 35.5 | NORMAL
2026-09-21 11:12:15 | WARD_B_TEMP_03 | 37.9 | WARNING
2026-09-21 11:12:15 | WARD_B_TEMP_04 | 35.1 | CRITICAL
2026-09-21 11:12:15 | WARD_B_TEMP_05 | 39.3 | CRITICAL
2026-09-21 11:12:16 | WARD_B_TEMP_01 | 36.5 | NORMAL
2026-09-21 11:12:16 | WARD_B_TEMP_02 | 40.2 | CRITICAL
2026-09-21 11:12:16 | WARD_B_TEMP_03 | 38.5 | CRITICAL
2026-09-21 11:12:16 | WARD_B_TEMP_04 | 36.8 | NORMAL
2026-09-21 11:12:16 | WARD_B_TEMP_05 | 37.4 | NORMAL
2026-09-21 11:12:17 | WARD_B_TEMP_01 | 36.5 | NORMAL
2026-09-21 11:12:17 | WARD_B_TEMP_02 | 38.6 | CRITICAL
2026-09-21 11:12:17 | WARD_B_TEMP_03 | 40.0 | CRITICAL
2026-09-21 11:12:17 | WARD_B_TEMP_04 | 35.4 | CRITICAL
2026-09-21 11:12:17 | WARD_B_TEMP_05 | 39.2 | CRITICAL
2026-09-21 11:12:18 | WARD_B_TEMP_01 | 38.4 | CRITICAL
2026-09-21 11:12:18 | WARD_B_TEMP_02 | 36.6 | NORMAL
2026-09-21 11:12:18 | WARD_B_TEMP_03 | 36.9 | NORMAL
2026-09-21 11:12:18 | WARD_B_TEMP_04 | 34.9 | CRITICAL
2026-09-21 11:12:18 | WARD_B_TEMP_05 | 35.5 | NORMAL
